utterance_id,episode_id,turn_index,speaker_normalized_name,speaker_character_id,text,emote,action,is_target_agent_speaker,contains_target_agent_mention
utt__train_ep_001812__001,train_ep_001812,1,king,char__king,You need to learn to respect your royalty. How many times have we gone over this?,,,True,False
utt__train_ep_001812__002,train_ep_001812,2,maid,char__maid,I'm deeply sorry your majesty. I will do better next time.,,get Broom,False,False
utt__train_ep_001812__003,train_ep_001812,3,king,char__king,"Yes you must learn, if I were the queen this would have been a different story. She would have ordered 20 lashings for you!",,,True,False
utt__train_ep_001812__004,train_ep_001812,4,maid,char__maid,Her majesty is harsh but fair. I admire her for it.,,,False,False
utt__train_ep_001812__005,train_ep_001812,5,king,char__king,Yes she is fair and ruthless. Why are you here with the animals anyway?,,,True,False
utt__train_ep_001812__006,train_ep_001812,6,maid,char__maid,I was cleaning and the head cook asked me to come in here and fetch a chicken for tonight's banquet.,,,False,False
utt__train_ep_001812__007,train_ep_001812,7,king,char__king,Ah! Yes the banquet. It is going to be such a nice event. We are hosting the Archduke and his family.,,,True,False
utt__train_ep_001812__008,train_ep_001812,8,maid,char__maid,Indeed. I have already polished the gold plates for the occasion. Is there anything your majesty would like me to do after I bring this chicken to the cook?,,,False,False
utt__train_ep_001812__009,train_ep_001812,9,king,char__king,"Yes, can you please make sure the dining area is spotless. I want to make the best impression.",,,True,False
utt__train_ep_001812__010,train_ep_001812,10,maid,char__maid,As you wish your majesty.,nod,,False,False
utt__train_ep_001812__011,train_ep_001812,11,king,char__king,"Now then, I must finish getting ready for this feast!",,wear crown,True,False
utt__train_ep_001812__012,train_ep_001812,12,maid,char__maid,It will surely be a splendid event.,,,False,False
utt__train_ep_001812__013,train_ep_001812,13,king,char__king,Oh! Can you also send a message to the Queen and tell her I will await her at the dining area.,,,True,False
utt__train_ep_001826__000,train_ep_001826,0,priest,char__priest,What brings you to make confession my child? ,,,False,False
utt__train_ep_001826__001,train_ep_001826,1,king,char__king,"Hahaha, child? I have so much to take care of and look over. I command armies, but there is one thing, with all the things that I demand that they do to protect us, I feel that death is not always the answer",,,True,False
utt__train_ep_001826__002,train_ep_001826,2,priest,char__priest,"Although you think you are big on this earth, in the eyes of God you are merely a grain of sand. Humble yourself in the eyes of the Lord. ",,,False,False
utt__train_ep_001826__003,train_ep_001826,3,king,char__king,"Wasn't looking for a sermon, father. I have a lot to be humble for and I take all that into consideration.",,,True,False
utt__train_ep_001826__004,train_ep_001826,4,priest,char__priest,How do you think you need to solve this crisis with your army? ,,give Cross to king,False,False
utt__train_ep_001826__005,train_ep_001826,5,king,char__king,It is no crisis. It is merely a fact that we have good and evil all around us. The trick is is to find balance and become a leader of men and bring more to be our allies and not enemies.,,,True,False
utt__train_ep_001826__006,train_ep_001826,6,priest,char__priest,And you? Do you think there is a mix of good and evil in yourself? ,,,False,False
utt__train_ep_001826__007,train_ep_001826,7,king,char__king,"There is, not only in me, but in everyone. It's a balance",,,True,False
utt__train_ep_001826__008,train_ep_001826,8,priest,char__priest,That's the beauty of God's love. He can forgive the evil in everyone if you put your love and faith into him! ,,,False,False
utt__train_ep_001826__009,train_ep_001826,9,king,char__king,Thank you for your kind words. May you live long.,,wear Cross,True,False
utt__train_ep_001826__010,train_ep_001826,10,priest,char__priest,Think of me when you conquer all the surrounding lands! Remember me!  ,,hug king,False,False
utt__train_ep_001826__011,train_ep_001826,11,king,char__king,"You will live long after, when I will be just a whisper! Thank you",nod,,True,False
utt__train_ep_001838__000,train_ep_001838,0,noble,char__noble,"Well met, my King. What business do we have today?",,,False,True
utt__train_ep_001838__001,train_ep_001838,1,king,char__king,Just admiring this gorgeous palace in my kingdom. And you?,,,True,False
utt__train_ep_001838__002,train_ep_001838,2,noble,char__noble,I fear we may have issues with the faeries. The food they have been providing has been... not great.,,,False,False
utt__train_ep_001838__003,train_ep_001838,3,king,char__king,"I'm not sure I follow, do you care to elaborate?",,,True,False
utt__train_ep_001838__004,train_ep_001838,4,noble,char__noble,"The food has not been pleasing. Perhaps you could give me authority to deal with this matter, I'm sure I could set them right.",,,False,False
utt__train_ep_001838__005,train_ep_001838,5,king,char__king,Hmm what methods do you have in mind?,,,True,False
utt__train_ep_001838__006,train_ep_001838,6,noble,char__noble,"Uhhh, I hadn't actually thought that far ahead. Tell them they need to do better?",,,False,False
utt__train_ep_001838__007,train_ep_001838,7,king,char__king,This seems a little too lenient if they are as out of line as you say they are.,,,True,False
utt__train_ep_001838__008,train_ep_001838,8,noble,char__noble,"Well, certainly we should withhold payment until they improve",,,False,False
utt__train_ep_001838__009,train_ep_001838,9,king,char__king,"That can be arranged, but I would like to make sure that the food is as bad as you state it to be.",,,True,False
utt__train_ep_001838__010,train_ep_001838,10,noble,char__noble,"You have my word, but if that isn't sufficient I can bring you samples from the next meal.",ponder,,False,False
utt__train_ep_001838__011,train_ep_001838,11,king,char__king,"That would be ideal, as I can't make this call without proof of their incompetence!",,,True,False
utt__train_ep_001838__012,train_ep_001838,12,noble,char__noble,"There is one other, minor issue. The villagers seem to be disrespecting me I've been told, I was hoping you'd have some advice on this matter",,,False,False
utt__train_ep_001838__013,train_ep_001838,13,king,char__king,Tell them that the will of the king is to respect those of higher value and that you are of much higher authority than they!,,,True,True
utt__train_ep_001876__000,train_ep_001876,0,king,char__king,and what does a visitor be doing in this place,,,True,False
utt__train_ep_001876__001,train_ep_001876,1,visitor,char__visitor,"I come to see you, King. Please, give me money. ",,,False,True
utt__train_ep_001876__002,train_ep_001876,2,king,char__king,you fool asking the king for money upfront?,,,True,True
utt__train_ep_001876__003,train_ep_001876,3,visitor,char__visitor,"Well, what should you have me do? I'll do it! ",,,False,False
utt__train_ep_001876__004,train_ep_001876,4,king,char__king,work for me in the dungeon and clean the sewers,,,True,False
utt__train_ep_001876__005,train_ep_001876,5,visitor,char__visitor,"Oh right, but it really smells down there. Is there nothing else I can do?",,get manical,False,False
utt__train_ep_001876__006,train_ep_001876,6,king,char__king,its that or be executed for treason,,,True,False
utt__train_ep_001876__007,train_ep_001876,7,visitor,char__visitor,How about I hit him instead? He must be an unruly traitor you want punished? ,,hit prisoner,False,False
utt__train_ep_001876__008,train_ep_001876,8,king,char__king,do not cause issues in my kingdom stop that,,,True,False
utt__train_ep_001876__009,train_ep_001876,9,visitor,char__visitor,"Sorry, I hope I can make it up to you. ",,hug king,False,False
utt__train_ep_001876__010,train_ep_001876,10,king,char__king,please do not touch me and just get to work cleaning,,,True,False
utt__train_ep_001876__011,train_ep_001876,11,visitor,char__visitor,I am tired of all your orders. The Throne will be mine once I lock you up in here!,,hit king,False,False
utt__train_ep_001876__012,train_ep_001876,12,king,char__king,ill end this quickly,,get Peg,True,False
utt__train_ep_001876__013,train_ep_001876,13,visitor,char__visitor,"Ha! I am a trained fighter, you weak King. This ends tonight. ",,steal Peg from king,False,True
utt__train_ep_002010__000,train_ep_002010,0,queen,char__queen,Hi honey!,,hug king,False,False
utt__train_ep_002010__001,train_ep_002010,1,king,char__king,My dove. It is good to see you in high spirits!,smile,,True,False
utt__train_ep_002010__002,train_ep_002010,2,queen,char__queen,Theyll be even higher later tonight!,wink,,False,False
utt__train_ep_002010__003,train_ep_002010,3,king,char__king,Yes... Have you an appointment with the hairdresser? You've looked ravishing as of late.,ponder,,True,False
utt__train_ep_002010__004,train_ep_002010,4,queen,char__queen,Im glad you noticed!,blush,,False,False
utt__train_ep_002010__005,train_ep_002010,5,king,char__king,I am king. I notice everything.,,,True,True
utt__train_ep_002010__006,train_ep_002010,6,queen,char__queen,Thats why I love you! So powerful and strong!,,,False,False
utt__train_ep_002010__007,train_ep_002010,7,king,char__king,Am I really? Am I as strong as the blacksmith?,ponder,,True,False
utt__train_ep_002010__008,train_ep_002010,8,queen,char__queen,Stronger!,grin,,False,False
utt__train_ep_002010__009,train_ep_002010,9,king,char__king,"Hmmm. You've definitely been enjoying the dandelion wine, I presume.",smile,,True,False
utt__train_ep_002010__010,train_ep_002010,10,queen,char__queen,Haha a little! What better time to enjoy it then when out in our garden,,,False,False
utt__train_ep_002010__011,train_ep_002010,11,king,char__king,"Yes, well. Make sure not to spill any on your silks. I pay the merchant twice as much for those, now.",,,True,False
utt__train_ep_002010__012,train_ep_002010,12,queen,char__queen,ill try dear!,laugh,,False,False
utt__train_ep_002010__013,train_ep_002010,13,king,char__king,My peach. You've been good to me. I shall never regret marrying you.,,hug queen,True,False
utt__train_ep_002023__000,train_ep_002023,0,princess,char__princess,I am royalty,,give Flute to king,False,False
utt__train_ep_002023__001,train_ep_002023,1,king,char__king,"Yes my princess, thank you",,,True,False
utt__train_ep_002023__002,train_ep_002023,2,princess,char__princess,I have the location of the secret world.,,give map to king,False,False
utt__train_ep_002023__003,train_ep_002023,3,king,char__king,Where is the location?,,,True,False
utt__train_ep_002023__004,train_ep_002023,4,princess,char__princess,"Its located in Death Valley, where the evil and dreaded Undertaker reigns supreme",,,False,False
utt__train_ep_002023__005,train_ep_002023,5,king,char__king,How did you find it my princess,,,True,False
utt__train_ep_002023__006,train_ep_002023,6,princess,char__princess,I was given this information by Zordon of Eltar. This world is full of vast power. It's been corrupted by the evil powers of The Undertaker.,,,False,False
utt__train_ep_002023__007,train_ep_002023,7,king,char__king,"That is interesting, that's one of the information that is hard to find.",,remove cape,True,False
utt__train_ep_002023__008,train_ep_002023,8,princess,char__princess,"Indeed, my King. We must go to the secret world and end the reign of The Undertaker. I must admit that I am scared.",,hug king,False,True
