character_id,utterance_id,episode_id,turn_index
char__grandfather,utt__train_ep_000039__007,train_ep_000039,7
char__grandmother,utt__train_ep_000039__008,train_ep_000039,8
char__grandfather,utt__train_ep_000039__009,train_ep_000039,9
char__grandmother,utt__train_ep_000039__010,train_ep_000039,10
char__grandfather,utt__train_ep_000039__011,train_ep_000039,11
char__grandmother,utt__train_ep_000039__012,train_ep_000039,12
char__grandfather,utt__train_ep_000039__013,train_ep_000039,13
char__royal_prince,utt__train_ep_000040__000,train_ep_000040,0
char__advisor,utt__train_ep_000040__001,train_ep_000040,1
char__royal_prince,utt__train_ep_000040__002,train_ep_000040,2
char__advisor,utt__train_ep_000040__003,train_ep_000040,3
char__royal_prince,utt__train_ep_000040__004,train_ep_000040,4
char__advisor,utt__train_ep_000040__005,train_ep_000040,5
char__royal_prince,utt__train_ep_000040__006,train_ep_000040,6
char__advisor,utt__train_ep_000040__007,train_ep_000040,7
char__royal_prince,utt__train_ep_000040__008,train_ep_000040,8
char__advisor,utt__train_ep_000040__009,train_ep_000040,9
char__royal_prince,utt__train_ep_000040__010,train_ep_000040,10
char__advisor,utt__train_ep_000040__011,train_ep_000040,11
char__royal_prince,utt__train_ep_000040__012,train_ep_000040,12
char__advisor,utt__train_ep_000040__013,train_ep_000040,13
char__person,utt__train_ep_000041__000,train_ep_000041,0
char__companion,utt__train_ep_000041__001,train_ep_000041,1
char__person,utt__train_ep_000041__002,train_ep_000041,2
char__companion,utt__train_ep_000041__003,train_ep_000041,3
char__person,utt__train_ep_000041__004,train_ep_000041,4
char__companion,utt__train_ep_000041__005,train_ep_000041,5
char__person,utt__train_ep_000041__006,train_ep_000041,6
char__companion,utt__train_ep_000041__007,train_ep_000041,7
char__person,utt__train_ep_000041__008,train_ep_000041,8
char__companion,utt__train_ep_000041__009,train_ep_000041,9
char__person,utt__train_ep_000041__010,train_ep_000041,10
char__companion,utt__train_ep_000041__011,train_ep_000041,11
char__person,utt__train_ep_000041__012,train_ep_000041,12
char__companion,utt__train_ep_000041__013,train_ep_000041,13
char__rabbit,utt__train_ep_000042__000,train_ep_000042,0
char__squirrel,utt__train_ep_000042__001,train_ep_000042,1
char__rabbit,utt__train_ep_000042__002,train_ep_000042,2
char__squirrel,utt__train_ep_000042__003,train_ep_000042,3
char__rabbit,utt__train_ep_000042__004,train_ep_000042,4
char__squirrel,utt__train_ep_000042__005,train_ep_000042,5
char__rabbit,utt__train_ep_000042__006,train_ep_000042,6
char__squirrel,utt__train_ep_000042__007,train_ep_000042,7
char__rabbit,utt__train_ep_000042__008,train_ep_000042,8
char__squirrel,utt__train_ep_000042__009,train_ep_000042,9
char__rabbit,utt__train_ep_000042__010,train_ep_000042,10
char__squirrel,utt__train_ep_000042__011,train_ep_000042,11
char__rabbit,utt__train_ep_000042__012,train_ep_000042,12
char__squirrel,utt__train_ep_000042__013,train_ep_000042,13
char__bat,utt__train_ep_000043__000,train_ep_000043,0
char__caveman,utt__train_ep_000043__001,train_ep_000043,1
char__bat,utt__train_ep_000043__002,train_ep_000043,2
char__caveman,utt__train_ep_000043__003,train_ep_000043,3
char__bat,utt__train_ep_000043__004,train_ep_000043,4
char__caveman,utt__train_ep_000043__005,train_ep_000043,5
char__bat,utt__train_ep_000043__006,train_ep_000043,6
char__caveman,utt__train_ep_000043__007,train_ep_000043,7
char__bat,utt__train_ep_000043__008,train_ep_000043,8
char__robber,utt__train_ep_000044__000,train_ep_000044,0
char__witch,utt__train_ep_000044__001,train_ep_000044,1
char__robber,utt__train_ep_000044__002,train_ep_000044,2
char__witch,utt__train_ep_000044__003,train_ep_000044,3
char__robber,utt__train_ep_000044__004,train_ep_000044,4
char__witch,utt__train_ep_000044__005,train_ep_000044,5
char__robber,utt__train_ep_000044__006,train_ep_000044,6
char__witch,utt__train_ep_000044__007,train_ep_000044,7
char__robber,utt__train_ep_000044__008,train_ep_000044,8
char__witch,utt__train_ep_000044__009,train_ep_000044,9
char__robber,utt__train_ep_000044__010,train_ep_000044,10
char__witch,utt__train_ep_000044__011,train_ep_000044,11
char__robber,utt__train_ep_000044__012,train_ep_000044,12
char__witch,utt__train_ep_000044__013,train_ep_000044,13
char__peasant,utt__train_ep_000045__000,train_ep_000045,0
char__farmer,utt__train_ep_000045__001,train_ep_000045,1
char__peasant,utt__train_ep_000045__002,train_ep_000045,2
char__farmer,utt__train_ep_000045__003,train_ep_000045,3
char__peasant,utt__train_ep_000045__004,train_ep_000045,4
char__farmer,utt__train_ep_000045__005,train_ep_000045,5
char__peasant,utt__train_ep_000045__006,train_ep_000045,6
char__farmer,utt__train_ep_000045__007,train_ep_000045,7
char__peasant,utt__train_ep_000045__008,train_ep_000045,8
char__farmer,utt__train_ep_000045__009,train_ep_000045,9
char__peasant,utt__train_ep_000045__010,train_ep_000045,10
char__farmer,utt__train_ep_000045__011,train_ep_000045,11
char__peasant,utt__train_ep_000045__012,train_ep_000045,12
char__farmer,utt__train_ep_000045__013,train_ep_000045,13
char__king,utt__train_ep_000046__000,train_ep_000046,0
char__sell_swords,utt__train_ep_000046__001,train_ep_000046,1
char__king,utt__train_ep_000046__002,train_ep_000046,2
char__sell_swords,utt__train_ep_000046__003,train_ep_000046,3
char__king,utt__train_ep_000046__004,train_ep_000046,4
char__sell_swords,utt__train_ep_000046__005,train_ep_000046,5
char__king,utt__train_ep_000046__006,train_ep_000046,6
char__lord,utt__train_ep_000047__000,train_ep_000047,0
char__humble_knight,utt__train_ep_000047__001,train_ep_000047,1
char__lord,utt__train_ep_000047__002,train_ep_000047,2
char__humble_knight,utt__train_ep_000047__003,train_ep_000047,3
char__lord,utt__train_ep_000047__004,train_ep_000047,4
char__humble_knight,utt__train_ep_000047__005,train_ep_000047,5
char__lord,utt__train_ep_000047__006,train_ep_000047,6
char__humble_knight,utt__train_ep_000047__007,train_ep_000047,7
char__lord,utt__train_ep_000047__008,train_ep_000047,8
char__humble_knight,utt__train_ep_000047__009,train_ep_000047,9
char__lord,utt__train_ep_000047__010,train_ep_000047,10
char__humble_knight,utt__train_ep_000047__011,train_ep_000047,11
char__lord,utt__train_ep_000047__012,train_ep_000047,12
char__humble_knight,utt__train_ep_000047__013,train_ep_000047,13
char__blacksmith,utt__train_ep_000048__000,train_ep_000048,0
char__knight,utt__train_ep_000048__001,train_ep_000048,1
char__blacksmith,utt__train_ep_000048__002,train_ep_000048,2
char__knight,utt__train_ep_000048__003,train_ep_000048,3
char__blacksmith,utt__train_ep_000048__004,train_ep_000048,4
char__knight,utt__train_ep_000048__005,train_ep_000048,5
char__blacksmith,utt__train_ep_000048__006,train_ep_000048,6
char__knight,utt__train_ep_000048__007,train_ep_000048,7
char__blacksmith,utt__train_ep_000048__008,train_ep_000048,8
char__knight,utt__train_ep_000048__009,train_ep_000048,9
char__blacksmith,utt__train_ep_000048__010,train_ep_000048,10
char__knight,utt__train_ep_000048__011,train_ep_000048,11
char__blacksmith,utt__train_ep_000048__012,train_ep_000048,12
char__knight,utt__train_ep_000048__013,train_ep_000048,13
char__rat,utt__train_ep_000049__000,train_ep_000049,0
char__rival,utt__train_ep_000049__001,train_ep_000049,1
char__rat,utt__train_ep_000049__002,train_ep_000049,2
char__rival,utt__train_ep_000049__003,train_ep_000049,3
char__rat,utt__train_ep_000049__004,train_ep_000049,4
char__rival,utt__train_ep_000049__005,train_ep_000049,5
char__rat,utt__train_ep_000049__006,train_ep_000049,6
char__rival,utt__train_ep_000049__007,train_ep_000049,7
char__rat,utt__train_ep_000049__008,train_ep_000049,8
char__rival,utt__train_ep_000049__009,train_ep_000049,9
char__rat,utt__train_ep_000049__010,train_ep_000049,10
char__rival,utt__train_ep_000049__011,train_ep_000049,11
char__rat,utt__train_ep_000049__012,train_ep_000049,12
char__rival,utt__train_ep_000049__013,train_ep_000049,13
char__pet_goldfish,utt__train_ep_000050__000,train_ep_000050,0
char__groundskeeper_of_the_castle,utt__train_ep_000050__001,train_ep_000050,1
char__pet_goldfish,utt__train_ep_000050__002,train_ep_000050,2
char__groundskeeper_of_the_castle,utt__train_ep_000050__003,train_ep_000050,3
char__pet_goldfish,utt__train_ep_000050__004,train_ep_000050,4
char__groundskeeper_of_the_castle,utt__train_ep_000050__005,train_ep_000050,5
char__pet_goldfish,utt__train_ep_000050__006,train_ep_000050,6
char__groundskeeper_of_the_castle,utt__train_ep_000050__007,train_ep_000050,7
char__pet_goldfish,utt__train_ep_000050__008,train_ep_000050,8
char__groundskeeper_of_the_castle,utt__train_ep_000050__009,train_ep_000050,9
char__pet_goldfish,utt__train_ep_000050__010,train_ep_000050,10
char__groundskeeper_of_the_castle,utt__train_ep_000050__011,train_ep_000050,11
char__pet_goldfish,utt__train_ep_000050__012,train_ep_000050,12
char__groundskeeper_of_the_castle,utt__train_ep_000050__013,train_ep_000050,13
char__dogs,utt__train_ep_000051__000,train_ep_000051,0
char__queen,utt__train_ep_000051__001,train_ep_000051,1
char__dogs,utt__train_ep_000051__002,train_ep_000051,2
char__queen,utt__train_ep_000051__003,train_ep_000051,3
char__dogs,utt__train_ep_000051__004,train_ep_000051,4
char__queen,utt__train_ep_000051__005,train_ep_000051,5
char__dogs,utt__train_ep_000051__006,train_ep_000051,6
char__queen,utt__train_ep_000051__007,train_ep_000051,7
char__dogs,utt__train_ep_000051__008,train_ep_000051,8
char__queen,utt__train_ep_000051__009,train_ep_000051,9
char__dogs,utt__train_ep_000051__010,train_ep_000051,10
char__queen,utt__train_ep_000051__011,train_ep_000051,11
char__dogs,utt__train_ep_000051__012,train_ep_000051,12
char__queen,utt__train_ep_000051__013,train_ep_000051,13
char__ghosts_of_previous_occupants,utt__train_ep_000052__000,train_ep_000052,0
char__spider,utt__train_ep_000052__001,train_ep_000052,1
char__ghosts_of_previous_occupants,utt__train_ep_000052__002,train_ep_000052,2
char__spider,utt__train_ep_000052__003,train_ep_000052,3
char__ghosts_of_previous_occupants,utt__train_ep_000052__004,train_ep_000052,4
char__spider,utt__train_ep_000052__005,train_ep_000052,5
char__ghosts_of_previous_occupants,utt__train_ep_000052__006,train_ep_000052,6
char__spider,utt__train_ep_000052__007,train_ep_000052,7
char__ghosts_of_previous_occupants,utt__train_ep_000052__008,train_ep_000052,8
char__spider,utt__train_ep_000052__009,train_ep_000052,9
char__ghosts_of_previous_occupants,utt__train_ep_000052__010,train_ep_000052,10
char__spider,utt__train_ep_000052__011,train_ep_000052,11
char__ghosts_of_previous_occupants,utt__train_ep_000052__012,train_ep_000052,12
char__spider,utt__train_ep_000052__013,train_ep_000052,13
char__choir_room,utt__train_ep_000053__000,train_ep_000053,0
char__person,utt__train_ep_000053__001,train_ep_000053,1
char__choir_room,utt__train_ep_000053__002,train_ep_000053,2
char__person,utt__train_ep_000053__003,train_ep_000053,3
char__choir_room,utt__train_ep_000053__004,train_ep_000053,4
char__person,utt__train_ep_000053__005,train_ep_000053,5
char__choir_room,utt__train_ep_000053__006,train_ep_000053,6
char__person,utt__train_ep_000053__007,train_ep_000053,7
char__choir_room,utt__train_ep_000053__008,train_ep_000053,8
char__person,utt__train_ep_000053__009,train_ep_000053,9
char__choir_room,utt__train_ep_000053__010,train_ep_000053,10
char__person,utt__train_ep_000053__011,train_ep_000053,11
char__choir_room,utt__train_ep_000053__012,train_ep_000053,12
char__person,utt__train_ep_000053__013,train_ep_000053,13
char__guard,utt__train_ep_000054__000,train_ep_000054,0
char__person,utt__train_ep_000054__001,train_ep_000054,1
char__guard,utt__train_ep_000054__002,train_ep_000054,2
char__person,utt__train_ep_000054__003,train_ep_000054,3
char__guard,utt__train_ep_000054__004,train_ep_000054,4
char__person,utt__train_ep_000054__005,train_ep_000054,5
char__guard,utt__train_ep_000054__006,train_ep_000054,6
char__person,utt__train_ep_000054__007,train_ep_000054,7
char__guard,utt__train_ep_000054__008,train_ep_000054,8
char__person,utt__train_ep_000054__009,train_ep_000054,9
char__guard,utt__train_ep_000054__010,train_ep_000054,10
char__person,utt__train_ep_000054__011,train_ep_000054,11
char__guard,utt__train_ep_000054__012,train_ep_000054,12
char__person,utt__train_ep_000054__013,train_ep_000054,13
char__town_baker,utt__train_ep_000055__000,train_ep_000055,0
char__town_baker,utt__train_ep_000055__001,train_ep_000055,1
char__town_baker,utt__train_ep_000055__002,train_ep_000055,2
char__town_baker,utt__train_ep_000055__003,train_ep_000055,3
char__town_baker,utt__train_ep_000055__004,train_ep_000055,4
char__town_baker,utt__train_ep_000055__005,train_ep_000055,5
char__town_baker,utt__train_ep_000055__006,train_ep_000055,6
char__town_baker,utt__train_ep_000055__007,train_ep_000055,7
char__town_baker,utt__train_ep_000055__008,train_ep_000055,8
char__town_baker,utt__train_ep_000055__009,train_ep_000055,9
char__town_baker,utt__train_ep_000055__010,train_ep_000055,10
char__town_baker,utt__train_ep_000055__011,train_ep_000055,11
char__town_baker,utt__train_ep_000055__012,train_ep_000055,12
char__town_baker,utt__train_ep_000055__013,train_ep_000055,13
char__person,utt__train_ep_000056__000,train_ep_000056,0
char__spelunker,utt__train_ep_000056__001,train_ep_000056,1
char__person,utt__train_ep_000056__002,train_ep_000056,2
char__spelunker,utt__train_ep_000056__003,train_ep_000056,3
char__person,utt__train_ep_000056__004,train_ep_000056,4
char__spelunker,utt__train_ep_000056__005,train_ep_000056,5
char__person,utt__train_ep_000056__006,train_ep_000056,6
char__spelunker,utt__train_ep_000056__007,train_ep_000056,7
char__person,utt__train_ep_000056__008,train_ep_000056,8
char__spelunker,utt__train_ep_000056__009,train_ep_000056,9
char__person,utt__train_ep_000056__010,train_ep_000056,10
char__spelunker,utt__train_ep_000056__011,train_ep_000056,11
char__person,utt__train_ep_000056__012,train_ep_000056,12
char__spelunker,utt__train_ep_000056__013,train_ep_000056,13
char__fox,utt__train_ep_000057__000,train_ep_000057,0
char__butterfly,utt__train_ep_000057__001,train_ep_000057,1
char__fox,utt__train_ep_000057__002,train_ep_000057,2
char__butterfly,utt__train_ep_000057__003,train_ep_000057,3
char__fox,utt__train_ep_000057__004,train_ep_000057,4
char__butterfly,utt__train_ep_000057__005,train_ep_000057,5
char__fox,utt__train_ep_000057__006,train_ep_000057,6
char__butterfly,utt__train_ep_000057__007,train_ep_000057,7
char__fox,utt__train_ep_000057__008,train_ep_000057,8
char__butterfly,utt__train_ep_000057__009,train_ep_000057,9
char__fox,utt__train_ep_000057__010,train_ep_000057,10
char__butterfly,utt__train_ep_000057__011,train_ep_000057,11
char__fox,utt__train_ep_000057__012,train_ep_000057,12
char__butterfly,utt__train_ep_000057__013,train_ep_000057,13
char__queen,utt__train_ep_000058__000,train_ep_000058,0
char__princess,utt__train_ep_000058__001,train_ep_000058,1
char__queen,utt__train_ep_000058__002,train_ep_000058,2
char__princess,utt__train_ep_000058__003,train_ep_000058,3
char__queen,utt__train_ep_000058__004,train_ep_000058,4
char__princess,utt__train_ep_000058__005,train_ep_000058,5
char__queen,utt__train_ep_000058__006,train_ep_000058,6
char__princess,utt__train_ep_000058__007,train_ep_000058,7
char__queen,utt__train_ep_000058__008,train_ep_000058,8
char__princess,utt__train_ep_000058__009,train_ep_000058,9
char__queen,utt__train_ep_000058__010,train_ep_000058,10
char__princess,utt__train_ep_000058__011,train_ep_000058,11
char__queen,utt__train_ep_000058__012,train_ep_000058,12
char__princess,utt__train_ep_000058__013,train_ep_000058,13
char__subjects,utt__train_ep_000059__000,train_ep_000059,0
char__king,utt__train_ep_000059__001,train_ep_000059,1
char__subjects,utt__train_ep_000059__002,train_ep_000059,2
char__king,utt__train_ep_000059__003,train_ep_000059,3
char__subjects,utt__train_ep_000059__004,train_ep_000059,4
char__king,utt__train_ep_000059__005,train_ep_000059,5
char__subjects,utt__train_ep_000059__006,train_ep_000059,6
char__king,utt__train_ep_000059__007,train_ep_000059,7
char__subjects,utt__train_ep_000059__008,train_ep_000059,8
char__king,utt__train_ep_000059__009,train_ep_000059,9
char__subjects,utt__train_ep_000059__010,train_ep_000059,10
char__king,utt__train_ep_000059__011,train_ep_000059,11
char__subjects,utt__train_ep_000059__012,train_ep_000059,12
char__king,utt__train_ep_000059__013,train_ep_000059,13
char__bride,utt__train_ep_000060__000,train_ep_000060,0
char__people,utt__train_ep_000060__001,train_ep_000060,1
char__bride,utt__train_ep_000060__002,train_ep_000060,2
char__people,utt__train_ep_000060__003,train_ep_000060,3
char__bride,utt__train_ep_000060__004,train_ep_000060,4
char__people,utt__train_ep_000060__005,train_ep_000060,5
char__bride,utt__train_ep_000060__006,train_ep_000060,6
char__people,utt__train_ep_000060__007,train_ep_000060,7
char__bride,utt__train_ep_000060__008,train_ep_000060,8
char__people,utt__train_ep_000060__009,train_ep_000060,9
char__bride,utt__train_ep_000060__010,train_ep_000060,10
char__people,utt__train_ep_000060__011,train_ep_000060,11
