source_character_id,target_character_id,source_character_name,target_character_name,co_episode_count,is_focus_character_pair
char__adventurer,char__bandit,adventurer,bandit,13,False
char__chicken,char__man_sleeping_inside,chicken,man sleeping inside,1,False
char__king,char__person,king,person,30,True
char__child,char__fisherman,child,fisherman,14,False
char__bird,char__deer,bird,deer,14,False
char__horse,char__widow,horse,widow,2,False
char__sick_person,char__woman_gathering_supplies,sick person,woman gathering supplies,1,False
char__angel,char__demon,angel,demon,4,False
char__man,char__snake,man,snake,5,False
char__deer,char__songbird,deer,songbird,2,False
char__sister,char__squire_still_keeping_everything_sharp,sister,squire still keeping everything sharp,1,False
char__goblin_king_s_bartender,char__veteran,goblin king's bartender,veteran,1,False
char__attendee,char__priests,attendee,priests,8,False
char__knight,char__queen,knight,queen,6,False
char__crow,char__horse,crow,horse,2,False
char__faery,char__stable_boy,faery,stable boy,2,False
char__altar_boy,char__clergyman,altar boy,clergyman,3,False
char__queen,char__villager,queen,villager,1,False
char__goblin,char__orc,goblin,orc,7,False
char__carpenter,char__trader,carpenter,trader,1,False
char__bird,char__nun,bird,nun,1,False
char__bazaar_owner,char__master_at_arms,bazaar owner,master at arms,1,False
char__temple_guard,char__visitor,temple guard,visitor,1,False
char__gravekeeper,char__troll,gravekeeper,troll,1,False
char__spider,char__town_game_warden,spider,town game warden,1,False
char__deer,char__troll,deer,troll,9,False
char__animal,char__traveler,animal,traveler,5,False
char__wild_boar,char__worker,wild boar,worker,1,False
char__guest,char__lady_of_the_house_coming_to_greet_you,guest,lady of the house coming to greet you,1,False
char__grandmother,char__knight,grandmother,knight,3,False
char__mysterious_merchant,char__thief,mysterious merchant,thief,2,False
char__cat,char__snakes,cat,snakes,1,False
char__ghost,char__snake,ghost,snake,2,False
char__knight_in_shining_armor,char__talking_crab,knight in shining armor,talking crab,2,False
char__kid,char__rat,kid,rat,2,False
char__person,char__pirate,person,pirate,7,False
char__guest,char__king,guest,king,17,True
char__snakes,char__spider,snakes,spider,5,False
char__camera_man,char__lawyer,camera man,lawyer,3,False
char__fairy,char__gravedigger_doing_his_work,fairy,gravedigger doing his work,1,False
char__bird,char__wolf,bird,wolf,4,False
char__queen,char__rat,queen,rat,4,False
char__bazaar_owner,char__person,bazaar owner,person,2,False
char__enemy,char__fox_trying_to_steal_chickens,enemy,fox trying to steal chickens,1,False
char__person,char__sailor,person,sailor,4,False
char__prisoner,char__queen,prisoner,queen,1,False
char__paladin,char__woman,paladin,woman,1,False
char__ghost,char__king_s_son,ghost,king's son,1,False
char__king_s_architect,char__maintenance_person,king's architect,maintenance person,1,False
char__mage,char__wolves,mage,wolves,3,False
char__guest,char__peasant,guest,peasant,3,False
char__evil_wizard,char__wizard_s_assistant,evil wizard,wizard's assistant,2,False
char__explorer,char__runaway,explorer,runaway,3,False
char__dwarf,char__pastor,dwarf,pastor,1,False
char__masked_torturer,char__mystical_lion,masked torturer,mystical lion,1,False
char__man,char__peasant,man,peasant,4,False
char__unicorn,char__unicorn_hunters,unicorn,unicorn hunters,2,False
char__deity,char__parishioner,deity,parishioner,1,False
char__bartender,char__werewolf,bartender,werewolf,3,False
char__minstrel,char__witch,minstrel,witch,1,False
char__egyptians,char__queen,egyptians,queen,5,False
char__bee,char__fairy_interpreter,bee,fairy interpreter,1,False
char__favored_knight,char__gods,favored knight,gods,1,False
char__ghost,char__paladin,ghost,paladin,1,False
char__lady_of_the_court,char__person,lady of the court,person,5,False
char__dragon,char__queen,dragon,queen,2,False
char__guard,char__messenger,guard,messenger,3,False
char__criminal,char__sailor,criminal,sailor,1,False
char__townsperson,char__witch,townsperson,witch,10,False
char__noble,char__snake,noble,snake,1,False
char__crocodiles,char__snake,crocodiles,snake,1,False
char__beggar,char__thief,beggar,thief,4,False
char__cockroach,char__eunuch,cockroach,eunuch,1,False
char__bird,char__resident,bird,resident,9,False
char__bear,char__person,bear,person,1,False
char__beggar,char__elf,beggar,elf,2,False
char__king,char__lord,king,lord,1,True
char__milk_maid,char__pastry_chef,milk maid,pastry chef,4,False
char__gypsy,char__peasant,gypsy,peasant,1,False
char__king,char__king_himself,king,king himself,1,True
char__cat,char__farmer,cat,farmer,2,False
char__pelican,char__there_is_also_a_young_woman_selling_flowers_to_passersby,pelican,there is also a young woman selling flowers to passersby,5,False
char__bat_king,char__snake,bat king,snake,3,False
char__officer,char__person,officer,person,2,False
char__flies,char__jailer,flies,jailer,1,False
char__dogs,char__servant,dogs,servant,3,False
char__king,char__servant,king,servant,79,True
char__bride,char__groom,bride,groom,1,False
char__guest,char__insects,guest,insects,1,False
char__person_on_a_pilgrimage,char__student,person on a pilgrimage,student,2,False
char__ghost,char__priest,ghost,priest,5,False
char__abbess,char__priest,abbess,priest,1,False
char__dockworker,char__pirate,dockworker,pirate,2,False
char__maid,char__servant,maid,servant,6,False
char__bigfoot,char__old_wizened_priestess,bigfoot,old wizened priestess,1,False
char__military_commander,char__war_officer,military commander,war officer,4,False
char__person,char__their_family,person,their family,1,False
char__barbarian,char__sister,barbarian,sister,1,False
char__king,char__prince,king,prince,9,True
char__old_man,char__traveler,old man,traveler,1,False
char__queen,char__weddings,queen,weddings,2,False
char__talking_cat,char__villager,talking cat,villager,1,False
char__boat_workers,char__pirate,boat workers,pirate,3,False
char__dinner_guests,char__man,dinner guests,man,3,False
char__fish,char__snakes,fish,snakes,1,False
char__lord,char__peasant,lord,peasant,1,False
char__congregant,char__monk,congregant,monk,3,False
char__blacksmith,char__person,blacksmith,person,4,False
char__dog,char__maid,dog,maid,3,False
char__local_villagers,char__monk,local villagers,monk,1,False
char__child,char__queen,child,queen,5,False
char__light,char__old_man_with_a_fishing_rod,light,old man with a fishing rod,1,False
char__child,char__guest,child,guest,1,False
char__jester,char__nobleman,jester,nobleman,2,False
char__bluebird,char__cardinal,bluebird,cardinal,2,False
char__captured_knight,char__troll_s_spouse,captured knight,troll's spouse,1,False
char__economist,char__king,economist,king,5,True
char__gaurd,char__servant,gaurd,servant,2,False
char__bird,char__princess,bird,princess,5,False
char__mourner,char__teacher,mourner,teacher,1,False
char__person,char__soldiers,person,soldiers,3,False
char__king,char__powerful_but_aged_wizard,king,powerful but aged wizard,3,True
char__snakes_slithering_around_the_cavern,char__vulture,snakes slithering around the cavern,vulture,6,False
char__eel,char__villagers,eel,villagers,1,False
char__dog,char__villager,dog,villager,1,False
char__acolyte_preparing_for_evening_prayer_service,char__high_priest,acolyte preparing for evening prayer service,high priest,3,False
char__priest,char__worshipper,priest,worshipper,15,False
char__manservant,char__servant,manservant,servant,1,False
char__battle_master,char__scullery_maid,battle master,scullery maid,1,False
char__captive,char__parrot,captive,parrot,1,False
char__stray_cat,char__well_off_business_man,stray cat,well off business man,1,False
char__hawk,char__hermit,hawk,hermit,1,False
char__ladies,char__man,ladies,man,5,False
char__farmer_bob,char__pig,farmer bob,pig,4,False
char__archaeologists,char__bandit,archaeologists,bandit,5,False
char__blacksmith,char__squire,blacksmith,squire,1,False
char__stinging_scorpion,char__vulture,stinging scorpion,vulture,2,False
char__soldier,char__witch,soldier,witch,1,False
char__mad_king,char__treasure_seekers,mad king,treasure seekers,4,False
char__archaeologist,char__bat,archaeologist,bat,1,False
char__monkey_friend,char__traveler,monkey friend,traveler,5,False
char__servant,char__soldiers,servant,soldiers,3,False
char__peasant,char__royal,peasant,royal,8,False
char__servant,char__traveler,servant,traveler,2,False
char__adulterer,char__torturer,adulterer,torturer,1,False
char__ambassador,char__visitor,ambassador,visitor,3,False
char__deer,char__traveling_salesmen_stopping_for_a_drink,deer,traveling salesmen stopping for a drink,1,False
char__large_spider,char__person,large spider,person,4,False
char__book_keeper,char__scholar,book keeper,scholar,3,False
char__calf,char__farmers_wife,calf,farmers wife,2,False
char__priest,char__wench,priest,wench,11,False
char__customer,char__owner,customer,owner,3,False
char__duke,char__king,duke,king,2,True
char__farmers,char__worker,farmers,worker,6,False
char__cockroach,char__snake,cockroach,snake,1,False
char__evil_priestess,char__peasant,evil priestess,peasant,5,False
char__soldier,char__soldiers,soldier,soldiers,2,False
char__executioner,char__warden,executioner,warden,3,False
char__rat,char__scribe_constantly_writing,rat,scribe constantly writing,2,False
char__guard,char__servant,guard,servant,37,False
char__grass_snake,char__otter,grass snake,otter,2,False
char__monk,char__teacher,monk,teacher,3,False
char__member,char__servant,member,servant,1,False
char__care_taker,char__skeletons,care taker,skeletons,1,False
char__shop_keeper,char__some_kind_of_police,shop keeper,some kind of police,1,False
char__caretaker,char__residents_of_the_cottage,caretaker,residents of the cottage,7,False
char__bat,char__wizard,bat,wizard,1,False
char__castle_guards,char__spider,castle guards,spider,2,False
char__bat,char__peasant,bat,peasant,1,False
char__animal,char__dragonfly,animal,dragonfly,3,False
char__congregant,char__preacher,congregant,preacher,4,False
char__executioner,char__pirate,executioner,pirate,1,False
char__handmaid,char__visitor,handmaid,visitor,5,False
char__many_insects,char__old_woman,many insects,old woman,2,False
char__graveyard_keeper_who_lives_across_the_yard,char__priest,graveyard keeper who lives across the yard,priest,3,False
char__maid,char__mouse,maid,mouse,1,False
char__animal,char__bird,animal,bird,3,False
char__prince,char__royal_family,prince,royal family,2,False
char__rat,char__spiders,rat,spiders,1,False
char__blind_knight_holding_a_sword,char__knight,blind knight holding a sword,knight,2,False
char__archer,char__tribe_chief,archer,tribe chief,1,False
char__animal,char__shipwrecked_survivor,animal,shipwrecked survivor,1,False
char__pope,char__preacher,pope,preacher,9,False
char__king_s_mother_who_sits_at_their_side,char__poet_who_recites_his_best_work,king's mother who sits at their side,poet who recites his best work,2,False
char__bird,char__rabbit,bird,rabbit,1,False
char__child,char__knights_in_training,child,knights in training,1,False
char__horse,char__thief,horse,thief,2,False
char__dragon,char__member,dragon,member,5,False
char__animal,char__pig,animal,pig,3,False
char__waiter,char__waitress,waiter,waitress,1,False
char__king,char__lady_in_waiting,king,lady in waiting,12,True
char__foreman_ordering_his_workers,char__king_visiting_the_shipyard,foreman ordering his workers,king visiting the shipyard,1,False
char__member,char__priest,member,priest,3,False
char__deer,char__half_wild_cat_chasing_away_mice,deer,half-wild cat chasing away mice,1,False
char__guard,char__watcher,guard,watcher,5,False
char__lady,char__lord,lady,lord,1,False
char__foreign_ambassador,char__mystical_dragon,foreign ambassador,mystical dragon,1,False
char__tadpole,char__water_nymph,tadpole,water nymph,1,False
char__flirty_barmaid,char__lizards,flirty barmaid,lizards,2,False
char__cat,char__mayor,cat,mayor,4,False
char__sad_townsman,char__widow,sad townsman,widow,2,False
char__gamekeeper,char__wolf,gamekeeper,wolf,1,False
char__guard,char__preist,guard,preist,1,False
char__father,char__grandmother,father,grandmother,4,False
char__snake,char__vulture,snake,vulture,3,False
char__child,char__dogs,child,dogs,3,False
char__small_animals,char__songbird,small animals,songbird,2,False
char__patron,char__vendor,patron,vendor,1,False
char__priests,char__worshiper,priests,worshiper,1,False
char__fox,char__priests,fox,priests,1,False
char__god,char__zuric,god,zuric,4,False
char__bar_host,char__grandmother,bar host,grandmother,1,False
char__child_lost_from_his_mother,char__pond_visitor,child lost from his mother,pond visitor,1,False
char__fisherman,char__villager,fisherman,villager,9,False
char__farmer,char__stable_hand,farmer,stable hand,2,False
char__enchantress,char__wizard,enchantress,wizard,1,False
char__horse,char__worker,horse,worker,2,False
char__hiker,char__servant,hiker,servant,1,False
char__ghost,char__runaway,ghost,runaway,2,False
char__knight,char__smith,knight,smith,1,False
char__child,char__local_bazaar,child,local bazaar,6,False
char__animal,char__farmer,animal,farmer,7,False
char__king,char__visitor,king,visitor,11,True
char__genie,char__kid,genie,kid,1,False
char__princess,char__worker,princess,worker,4,False
char__merchant,char__soldier,merchant,soldier,7,False
char__attendee,char__troop,attendee,troop,1,False
